feature,gain,split
6fa35fbba,0.044682762046103275,23
37aab1168,0.044469187528091765,9
9a07d7b1f,0.04440028132719182,15
18cad608c,0.044312380301996614,26
0656586a4,0.043890633407087286,18
ee7fb1067,0.0438282986358678,19
47cd6e6e4,0.04370254151570991,23
964cd68bc,0.043631013015394446,17
212efda42,0.043585945982774044,14
493466e96,0.04317604480578784,21
9884166a7,0.043004844354334625,31
4d2671746,0.0429861411944014,16
18e3e1563,0.04295787018305459,16
13f3a3d19,0.04234733127561548,19
822e49b95,0.04228013049428748,12
2b8851e90,0.04226221166754127,12
009319104,0.0422192956230477,14
6df033973,0.042201180242002034,17
86558e595,0.042055059027731996,7
1c6c0ffb1,0.041487783151664,35
ea5ed6ff7,0.04146475498100884,20
3a89d003b,0.04145827008589354,11
53a550111,0.04131139068720712,22
b8f892930,0.04099347006846327,16
d7447b2c5,0.040905893060643204,7
1791b43b0,0.0407451937605758,27
b2e1308ae,0.04037013521951454,31
ba42e41fa,0.04019213335913114,13
a3fb07bfd,0.04016572888276286,19
cdbe394fb,0.04010832151441769,20
d26279f1a,0.0401079752462253,18
9a5cd5171,0.03979389355935588,20
1c2a63f01,0.039643606212507655,33
6ba70f5f8,0.03958534844066561,23
0a26a3cfe,0.039579269517395384,20
1d04efde3,0.039525448103749944,14
fec5eaf1a,0.03950771699594218,27
9437d8b64,0.039352846467986494,29
525635722,0.03919037395644119,20
de14e7687,0.03901102697731042,19
6488c8200,0.03893361724492725,28
20604ed8f,0.03889862733133024,25
7e814a30d,0.03869361468417095,23
468d2c3b6,0.03856660026290717,19
b0b1c81ac,0.03807163590072201,35
0a953f97e,0.03786235546560855,17
17b81a716,0.03764054840508145,8
b625fe55a,0.03761617716616482,23
afac06058,0.03759912199595701,13
e79e5f72c,0.037597781847100206,17
414b74eaa,0.037584789935984145,25
18c35d2ea,0.037352563028882256,17
a7ac690a8,0.03715747601653292,17
7623d805a,0.03703179937287097,11
686d60d8a,0.03696519868146664,21
5c220a143,0.03691814317289263,17
22abeffb6,0.03659298444450766,27
2e103d632,0.036574485277468274,25
c976a87ad,0.03637985861341374,26
65ee014d6,0.03635769234927832,39
bfbc53791,0.03633980071075697,11
a2aa0e4e9,0.03626981211316783,21
4416cd92c,0.03616532474410822,19
b58127585,0.03612506423720352,30
2191d0a24,0.036054414392426244,26
ba852cc7a,0.03574309602967753,9
8c0a1fa32,0.03559734726485345,23
dd771cb8e,0.03548126601814236,15
2e3c96323,0.035424082262389724,15
1d871bff1,0.034492245451944924,35
c8d582dd2,0.03447658825023579,20
d6470c4ce,0.034404804417732124,15
1472ad855,0.03429766546588218,37
f7d385108,0.03421117826086275,32
a6e871369,0.03405142765768343,22
3c209d9b6,0.03397097526409508,19
b599b0064,0.033516435796877915,16
fe5d62533,0.033421075907948204,10
f16a196c6,0.033419797574135504,12
9e45b15cd,0.03340570478353461,30
fdae76b2c,0.033261543070431346,20
87a2d8324,0.033248218306579126,11
6ab79c2fe,0.032914651205497955,24
b7c931383,0.03277690945410318,14
88ef1d9a8,0.032770938666556455,13
39b3c553a,0.032719234848570505,11
f016fd549,0.032648496739511264,10
fbbd5f5ae,0.03262200595595845,33
f1851d155,0.032434482662289675,12
2a6e64bb9,0.03242000553348499,12
d746efbfe,0.03239022874274544,25
5f11fbe33,0.03222608858929308,4
07b31de85,0.03211124903563286,5
2e7f340f2,0.03188002711836253,23
1c68ee044,0.031699630615282776,7
5910a3154,0.03135154220859188,11
44f3640e4,0.03102425026025094,20
547d3135b,0.03093382566755116,18
75de1e5b6,0.030613239628282454,28
d7d314edc,0.0305781922848389,8
025172af5,0.03046906128391141,15
d6006ff44,0.03042531611224985,18
e6e2c3779,0.030353924511305565,25
37ac53919,0.030342828986994388,10
c7525612c,0.030042660395074798,12
84d9d1228,0.03001429186992746,10
44d5b820f,0.029782877231345175,13
fb5f5836e,0.029776506643712897,18
dc10234ae,0.02976206206281898,11
11e12dbe8,0.029625764145841057,12
2155f5e16,0.029478498752320656,15
64e38e7a2,0.029410148870576157,7
22501b58e,0.02931642360464003,16
a3fc511cd,0.029081185820894525,6
157d8e6e5,0.02890176666466024,20
c25078fd7,0.028767457808328928,11
6cd2424c4,0.028741296564251888,8
ed5af35f0,0.02865017430286203,19
f296082ec,0.028634969815955657,16
400e9303d,0.028630214702620962,21
616be0c3e,0.02852479786657663,16
2862eec4f,0.028442471337000643,16
9d6b84f39,0.028227387271574794,5
63c094ba4,0.02821334024944323,29
87ffda550,0.028114064996269793,19
37f11de5d,0.028069900847404097,28
266525925,0.028028814546893623,13
c4972742d,0.027988312472448606,10
1fa0f78d0,0.027836744030737368,11
8618bc1fd,0.027808558092223185,10
a1db86e3b,0.02776610457238172,13
74c5d55dc,0.027494462892448692,17
acff85649,0.027471372650946242,18
95ba53cf8,0.02740663771492977,15
36cde3ce8,0.02739055021164985,8
31f72667c,0.02733638512844761,14
6c5c8869c,0.02706690468501052,14
a19b05919,0.027056266666736464,8
99e779ee0,0.026958789896772046,10
070f95c99,0.026923483274462482,14
2ef57c650,0.02686090449136107,15
fcda960ae,0.026510701574890452,12
2eeadde2b,0.026497511339154445,18
193a81dce,0.026327448716535858,14
54428f346,0.026098857138209912,24
de4e75360,0.026083619648631543,10
74d7f2dc3,0.02600417364164138,8
f0aa40974,0.0259110915542553,15
ddea5dc65,0.025842351666033127,17
28a5ad41a,0.025835280583694574,4
62fb56487,0.025808361804860052,14
848b67fcc,0.025747848124979218,12
7a7da3079,0.025687439627411626,15
e7c0cfd0f,0.025682646993737866,10
4c2064b00,0.025523858340488145,9
ff2c9aa8f,0.025479230542248377,12
84f287070,0.025425937593633145,34
9370aa48d,0.025152183872624197,24
1857fbccf,0.025130989660614233,10
50603ae3d,0.02491455060162577,22
9b26736c3,0.024884934341599805,4
7d287013b,0.024876612341054028,8
5030aed26,0.024859380398660192,13
fec5644cf,0.024758535926902678,17
4b6c549b1,0.02475240223738739,15
469630e5c,0.024700261913588185,9
c25ea08ba,0.024341778867087733,7
c00356999,0.02432625776891764,19
3d350431d,0.024286139123153954,13
a68b83290,0.02405937042272863,7
61efa1e29,0.024014827145111432,22
372daeab0,0.023996976532549463,18
a3f2345bf,0.023869218641643333,7
1eec37deb,0.02385898099190636,6
a4511cb0b,0.023770243498397615,5
c18cc7d3d,0.023722026464680687,6
dcc269cfe,0.02369155437650604,14
86cefbcc0,0.023687102978705948,18
8579b0968,0.023175336293555907,18
fa1dd6e8c,0.023165183034509724,3
0dc4d6c7d,0.022972467179687595,16
796c218e8,0.022938995129138808,5
bb0ce54e9,0.02290091784156299,9
4af7c76b9,0.022875532809936736,24
2ef8b7f4f,0.022822367909090212,4
1ecddbaa0,0.02260214185845618,11
5d9f43278,0.02259410596768888,13
453128993,0.022579568940333843,14
aab0aeb4b,0.022410776709447935,24
66728cc11,0.02232214796883864,7
a5c62af4a,0.02213414785802201,2
c283d4609,0.021932892626786986,15
3f8854df3,0.021898763186399772,5
bf8150471,0.021894752192366324,10
5bf913a56,0.021869100768109134,23
10596ddee,0.02171661971806157,23
799625b2f,0.021602924765929992,12
a1cd7b681,0.02146918799922386,10
5ee81cb6e,0.021410037011363573,13
f7c8c6ad3,0.02133670234562262,7
03bfe48b2,0.021325566152664455,7
3f4a39818,0.02100847050327165,7
cc73678bf,0.020923980414669165,3
beb887591,0.02061214973091385,14
d709df8f9,0.020514081641420885,16
79e55ef6c,0.02047579451402116,3
05f54f417,0.020351676921781536,4
121d8697e,0.020351158883776633,10
1f2a670dd,0.020310070232313022,7
a3e023f65,0.02027053309622853,6
476d95ef1,0.020178001789655786,13
32cab3140,0.02009141953953965,7
031490e77,0.020070582120196214,9
fb5a3097e,0.020037995457275946,13
96b6bd42b,0.019905141934323974,5
06f44eb79,0.019696624491102734,16
59dfc16da,0.01956998057030822,11
22eb11620,0.019456732356117543,9
2684a37d2,0.019456397132126407,18
9a3a1d59b,0.019425377413984073,8
1dd7bca9f,0.01933574303388432,13
bbe4423a3,0.019209126236348784,5
632586103,0.01907870123580467,6
8d918c64f,0.01905526674005241,5
a61aa00b0,0.01903696377000008,4
236cc1ff5,0.018894286982238936,5
e1d0e11b5,0.0187843059676099,5
8a088af55,0.018753147449844108,18
defcc2c50,0.01866716122928352,22
3d71c02f0,0.01861282473358116,7
6d2ece683,0.01860315663979967,4
32174174c,0.018590469840984843,9
4ecc3f505,0.018472992997030036,8
849125d91,0.018392200377077044,9
5bca7197d,0.018333133649975766,10
22dbe574a,0.01831574046224356,17
9c3154ae6,0.018303296116129297,11
6c3d38537,0.018222283066912367,9
e0bb9cf0b,0.01820923895570389,9
22f95560c,0.01815255136881352,13
43782ef36,0.018012101067663835,5
e75cfcc64,0.017887233574158775,8
5a6a1ec1a,0.017724528777074647,16
5fe6867a4,0.01752218816071949,8
e17f1f07c,0.017484495536176908,9
b25319cb3,0.017448840631732368,6
f6c9661fc,0.017219496748403066,4
df28ac53d,0.01720483401205135,8
47744f333,0.017158696796329025,12
02c21443c,0.01711302259250298,7
26faf1b2e,0.017061236462734716,3
ad064d609,0.017045143242456498,23
bd6da0cca,0.01702312896602016,7
1fe5d56b9,0.017015324938513397,10
ef1e1fac8,0.016973934455525985,14
d5754aa08,0.016720807794309445,5
d04e16aed,0.016498060937221157,3
a60974604,0.01640166890271797,18
2c95e6e31,0.016389714724241906,3
762cbd0ab,0.01636630822878813,11
c5cb7200e,0.01631132818098186,4
93521d470,0.016294052906339562,7
f115e74c0,0.016133204119759832,10
22c019a2e,0.016132675232451342,10
775577e6f,0.015991205705819505,3
74d7998d4,0.01595058617304581,9
994b946ad,0.015941231799545943,4
1fba6a5d5,0.015917179738045673,3
7121c40ee,0.015895274149542896,3
1bc285a83,0.01588136131445662,6
b440fc661,0.015853556368402903,13
8bd53906a,0.015812155198526627,7
123ba6017,0.01578697406234537,15
1fe02bc17,0.01576858397303488,13
7ca10e94b,0.01571103244538035,7
685059fcd,0.015599574366281855,7
ca04a07ca,0.015545019195394583,5
51ee03895,0.015532373519987971,13
722a0187a,0.015453984572990007,24
adadb9a96,0.01529364297511159,1
7b672b310,0.015126166498390882,5
39549da61,0.01509884145536478,2
0eebebc7c,0.014956026160326678,4
5831f4c76,0.014951425194806899,8
3fa0b1c53,0.014935475370488841,12
b6336ff10,0.014847423916775904,12
3de2a9e0d,0.01482214789791266,8
5a798adc1,0.014768996899766542,4
df69cf626,0.014761476188504997,2
9a179ed71,0.014705472018412638,13
98d90a1d1,0.014527273896076288,3
95a2e29fc,0.014461378279473462,10
b719c867c,0.014447184336982218,5
62ea662e7,0.014407930906938284,12
956d228b9,0.014365073364228436,9
c6850e7db,0.01424151987080955,5
95aea9233,0.01422212151089007,4
e700276a2,0.014133091930740988,8
3ce93a21b,0.014082291658349748,10
e5a8e9154,0.014053798073864632,10
54f26ee08,0.014036464476094803,9
8d2d050a2,0.014034399778911041,3
d83a2b684,0.014003668769182779,12
e26299c3a,0.01397658098158606,7
e62cdafcf,0.01387441192030234,4
e16a20511,0.013832639697746731,11
19a67cb97,0.013827530520312875,10
ed8ff54b5,0.013812568291209394,1
69900c0d1,0.013726445999592718,5
2cff4bf0c,0.013703191914116305,6
c3c633f64,0.0136987862523026,5
0616154cc,0.013568257046471318,6
e62c5ac64,0.013528724522964998,4
aecaa2bc9,0.013496481302220918,6
17a6e2978,0.013491974131204473,20
bb0408d98,0.013466409696273664,10
0256b6714,0.013440558274524865,2
d2ef684ed,0.013422345801956963,7
4c938629c,0.013414803067258792,5
44d132265,0.013406936607531972,3
2b58a21fc,0.013392091511927719,10
4f45e06b3,0.013374164629411179,9
65753f40f,0.013274516179684046,13
b1c5346c4,0.0132051902341704,7
c944a48b5,0.013114370551412076,11
9b490abb3,0.013103146362156237,6
8c61bede6,0.013069805477738864,4
db147ffca,0.013062935594760879,8
d3fbad629,0.013008501065530882,6
8f57141ec,0.013001839089641583,8
4b6dfc880,0.012935559183559387,6
3bb7bc789,0.01292510370319407,15
bf042d928,0.012885923034946659,6
2c339d4f2,0.012881808225421386,2
2599a7eb7,0.012862663102540169,6
64cabb6e7,0.012736025158607516,5
ac308c9a3,0.012701653785246857,16
1e8801477,0.012678228254787382,4
c0d2348b7,0.01265534993201731,9
bb6f50464,0.012618013970209481,4
5263c204d,0.012615180158098387,3
733b3dc47,0.012480065334938782,6
b05eae352,0.012471053591541478,8
c24ea6548,0.012455276820112255,10
cdfc2b069,0.01239650107523119,5
64534cc93,0.012379223266919188,4
823ac378c,0.012366396840165805,10
a1d11c496,0.012330058121007181,11
f3cf9341c,0.012313046932706732,4
71ac2b961,0.012312537470199277,6
26628e8d8,0.012289923623566396,4
c0004231c,0.012270656169914771,11
c7775aabf,0.012242811001854557,7
20305585c,0.012182789804021743,4
d47c58fe2,0.012109254133817892,3
afe8cb696,0.01199758627986138,8
46c525541,0.011993202186723074,3
e13b0c0aa,0.011887297261949018,4
34b2a678e,0.011835336893664433,4
88219c257,0.011822502557313973,4
99cc87fd7,0.011806638796558369,7
202acf9bd,0.011739609395247546,6
5ac278422,0.011680774271543244,6
b22288a77,0.011665460512010301,7
a67d02050,0.011568332608873865,7
1d81e197a,0.011537086679503407,3
79cc300c7,0.011478349264497296,5
c1543c985,0.011463550619504216,5
feeb05b3f,0.011432116548917029,5
a6c9347a7,0.011376183191644504,3
d9db07d68,0.011326838415047327,10
0b1741a7f,0.011309625637590968,8
d8296080a,0.011298044688151543,9
776e9945e,0.011287684837575945,10
1ae0db9d5,0.011283957224753609,9
dc60842fb,0.011261624193179191,16
01f7de15d,0.011261003346653751,1
1a82869a6,0.011207402004959855,11
ad4e33a4c,0.011196331232652672,4
c906cd268,0.011179774675648726,3
2b54cddfd,0.011170687376921638,5
3268914c7,0.011156174581843481,9
0a03426de,0.011049171928430242,3
8ff55a752,0.010988085671680055,9
4aafb7383,0.010948550679469924,7
fd1102929,0.010942899524100791,8
99f22b12d,0.010872425858695795,5
4de164057,0.010848237498758823,3
8136ce6e4,0.010648436528965952,7
67ddf8bdd,0.010589356029096046,11
a84cbdab5,0.010572565529923094,1
9d5c7cb94,0.010564131950461662,5
26e998afd,0.010562210746686895,4
6456250f1,0.010465232524960453,1
bd308fe52,0.010448335936489531,5
5509e2e98,0.010445667917329092,1
86875d9b0,0.010387952740598267,5
d5e6c18b0,0.010364995939033372,8
e78e3031b,0.01032325931778535,4
cac875244,0.010315471596716913,4
1351bf96e,0.010289383699129406,8
78144b68c,0.010266083292973599,10
a1f9d1680,0.010265309354328954,3
59cafde1f,0.01025553822464631,3
467aa29ce,0.01025453508634261,4
4edc3388d,0.01016408879503565,11
7de39a7eb,0.010119171703688803,3
9da65044c,0.010088378326706376,10
63509764f,0.010049410031952574,7
c059f2574,0.009955914501644094,6
c3f400e36,0.009913627099582732,5
5755fe831,0.00988944114338368,2
ba136ae3f,0.009834221761239558,10
cd15bb515,0.00980518304797351,7
a7bbfdace,0.009763636776782467,8
bbfff6091,0.009724818358336329,7
415094079,0.009723739404839286,6
c8fdf5cbf,0.00972055964936525,3
ac0493670,0.009693926493065034,5
2135da74a,0.00966731006548143,13
c0d363088,0.009633292853668768,16
bf0e69e55,0.009567364819086953,3
e7c0a50e8,0.009527968464085558,5
05f11f48f,0.00952465242641629,15
af91c41f0,0.009401956986227809,5
408d191b3,0.009349459674864401,6
5ef415428,0.009330116016224094,5
93c1eecb4,0.009296363183099787,8
d4cc42c3d,0.00929635220386442,11
cb4f34014,0.009209205400166313,2
26df61cc3,0.00919907176081884,6
9ff21281c,0.009173720503334525,8
593cccdab,0.009073493345582193,5
8b710e161,0.00898410158059773,3
072ac3897,0.008866728097373525,2
d15e80536,0.008852411434316535,12
6a055c4fb,0.008767493610295907,6
