"","Feature","Gain","Cover","Frequency"
"82","f39074b55",0.00215663227782097,0.0022831135366395,0.00208628269130467
"83","3bdee45be",0.00211833213521355,0.00199853959427312,0.00184412487892109
"84","02861e414",0.00205921430609792,0.00191920141038431,0.00188137992698011
"85","1c71183bb",0.00205788031225258,0.00192190228472946,0.00163922211459653
"86","26ab20ff9",0.00201276528324731,0.00172338802036085,0.000894121153416288
"87","a8b721722",0.00200665673287125,0.00195104410507856,0.00223530288354072
"88","36a9a8479",0.00199953563820936,0.00133785355346748,0.00158333954250801
"89","070f95c99",0.00199880229613004,0.00174942997356381,0.00178824230683258
"90","45f6d00da",0.00199539197613906,0.00198894842117244,0.00212353773936368
"91","50e4f96cf",0.00196513834874325,0.00200229933412859,0.00180686983086208
"92","d48c08bda",0.0019528496467407,0.00155633280376247,0.00165784963862603
"93","b6fa5a5fd",0.00193553114419264,0.00242033636842553,0.00135980925415394
"94","7e814a30d",0.00192460068918191,0.00171264590648809,0.00214216526339319
"95","32174174c",0.0018819897080807,0.00123746082638806,0.00135980925415394
"96","a396ceeb9",0.00187775334173031,0.00195520283773501,0.00210491021533418
"97","0c8063d63",0.00183466129767936,0.00148452944546154,0.00135980925415394
"98","b6daeae32",0.00182022097505392,0.00255060751794819,0.00229118545562924
"99","4824c1e90",0.00181898958417031,0.00218160056054192,0.00160196706653752
"100","d7d314edc",0.00180111668269484,0.00124048396414939,0.00128529915803591
"101","3c8a3ced0",0.00178464517222665,0.00105619532772371,0.00106176886968184
"102","cfc1ce276",0.00178174828588008,0.00196141791790425,0.00225393040757023
"103","5f341a818",0.00176558507982108,0.00173463654817332,0.00141569182624246
"104","9280f3d04",0.00175873986420877,0.00217296083181283,0.00204902764324566
"105","a00adf70e",0.00174891820508649,0.0016377119892871,0.0021794203114522
"106","bdf773176",0.00174614920915613,0.00170326957566486,0.001546084494449
"107","2eeadde2b",0.00173188675054146,0.00207893664367225,0.00214216526339319
"108","949ed0965",0.00172345988920447,0.0022393010579156,0.00221667535951121
"109","5d3b81ef8",0.00169034700775634,0.00164191675957444,0.00201177259518665
"110","1d9078f84",0.00167566123597368,0.00197855926246979,0.00143431935027196
"111","64e483341",0.00166525399137436,0.0015158196885852,0.0015647120184785
"112","5831f4c76",0.00164984474866491,0.00196121842150376,0.00165784963862603
"113","540cc3cd1",0.00164412848811551,0.00137198278382894,0.00150882944638999
"114","f6eba969e",0.0016415486938635,0.00191295563846114,0.00221667535951121
"115","861076e21",0.00161112502701672,0.00171688136852935,0.00229118545562924
"116","e79e5f72c",0.00158304924329479,0.00111805455775385,0.00104314134565234
"117","64e38e7a2",0.0015722055600408,0.0018783506859139,0.0012480441099769
"118","6df033973",0.00155532155927783,0.00254357910630002,0.00195589002309813
"119","06393096a",0.00155426898766514,0.00146835489114456,0.0015647120184785
"120","939f628a7",0.00154478768076956,0.00184577138912551,0.00191863497503912
"121","b85fa8b27",0.00153395182364845,0.00130387778187564,0.00160196706653752
"122","e7c0cfd0f",0.00152653780351841,0.00119797588496718,0.00134118173012443
"123","5547d6e11",0.00152149884561087,0.00208360179026842,0.00199314507115714
"124","1857fbccf",0.00152028387780813,0.00126795308390974,0.0012294165859474
"125","d83a2b684",0.00150526817356715,0.00150025896934666,0.00152745697041949
"126","ce3d7595b",0.0014945765355576,0.0011970244405956,0.00145294687430147
"127","22ed6dba3",0.00149415107315262,0.00138511885450763,0.001546084494449
"128","041c5d0c9",0.00147043981755567,0.00170644617219581,0.00169510468668505
"129","ef30f6be5",0.00145143088800223,0.00177831091400458,0.00219804783548171
"130","251d1aa17",0.00144812886949888,0.00152175854296914,0.00149020192236048
"131","a6e871369",0.0014448478301442,0.00146060522327921,0.00160196706653752
"132","9f7b782ac",0.00142504508098808,0.00186492304357294,0.00175098725877356
"133","3adf5e2b5",0.00142503536714476,0.00041909589980726,0.000204902764324566
"134","a1db86e3b",0.00141981056217764,0.00126554378122685,0.0012294165859474
"135","db3839ab0",0.00141814457905614,0.00181325347584497,0.00173235973474406
"136","822e49b95",0.00141495414587005,0.00105476816116633,0.00121078906191789
"137","0a953f97e",0.00141314357789309,0.00116670098772049,0.00121078906191789
"138","961b91fe7",0.00141295462987583,0.0022723100392589,0.0018627524029506
"139","371da7669",0.00141135049483412,0.00232962688970855,0.00169510468668505
"140","20604ed8f",0.00140818627329409,0.00144766864900101,0.0012294165859474
"141","27461b158",0.00139677866210768,0.00160169521605944,0.00160196706653752
"142","4fe8154c8",0.0013940455641376,0.00164487851382793,0.00141569182624246
"143","37f57824c",0.00139173590714924,0.00223966935896267,0.00190000745100961
"144","9df4daa99",0.001385995391487,0.00173548057140618,0.00171373221071455
"145","bee629024",0.00138392059320699,0.00177659217578493,0.00163922211459653
"146","0d51722ca",0.00138229327275502,0.00140634220234481,0.00147157439833097
"147","715fa74a4",0.00136269601071257,0.00062976409872905,0.000316667908501602
"148","58ed8fb53",0.00133650522778368,0.00167448071048587,0.0012294165859474
"149","ed8951a75",0.00132495139769245,0.00141542696150577,0.00167647716265554
"150","b6c0969a2",0.00132425039051995,0.00116166754007725,0.00130392668206542
"151","5324862e4",0.00132323143785044,0.00176216705144151,0.00143431935027196
"152","17b81a716",0.00132233796090088,0.00143907495790281,0.000726473437150734
"153","f1e0ada11",0.0013040721423283,0.00162388535414517,0.001546084494449
"154","092271eb3",0.00130212264672812,0.000942543762949906,0.00109902391774085
"155","1e6306c7c",0.00129790230310666,0.00136917448834506,0.00149020192236048
"156","a3fc511cd",0.00129013776975518,0.00149884714866624,0.00139706430221295
"157","6786ea46d",0.00128665862108849,0.00160350602954084,0.00083823858132777
"158","350473311",0.00128181205823615,0.00153939095559743,0.00147157439833097
"159","8337d1adc",0.00127505952527391,0.00142662945168737,0.00143431935027196
"160","6f88afe65",0.00125707343982639,0.00175793158940025,0.00171373221071455
"161","5a1589f1a",0.0012528915850478,0.00206584661062444,0.00176961478280307
"162","dcc269cfe",0.00124848386768095,0.00171568439012638,0.00149020192236048
"163","122c135ed",0.00124592051224073,0.00165911948764782,0.00169510468668505
"164","4bcf15776",0.00124011974322074,0.00147300469186377,0.00162059459056702
"165","794e93ca6",0.0012400817058553,0.00112104700376126,0.00117353401385888
"166","b8f892930",0.00123214455200207,0.00144481431588625,0.001546084494449
"167","c270cb02b",0.00123073097149786,0.000740146991710142,0.000391178004619626
"168","8a088af55",0.00121934709433755,0.000864494632725822,0.0009313762014753
"169","fec5eaf1a",0.00121922846353433,0.00102266458656374,0.0012294165859474
"170","ea772e115",0.00120214080830993,0.00110631496187862,0.0015647120184785
"171","5b943716b",0.00119825732976341,0.00149946098374468,0.00163922211459653
"172","402bb0761",0.00119457439488883,0.00169964794870205,0.00149020192236048
"173","2155f5e16",0.00119030510175574,0.00141725312086414,0.00158333954250801
"174","191e21b5f",0.00117865128200193,0.0014814295783154,0.00128529915803591
"175","fc436be29",0.0011754251061984,0.00237624766391633,0.00121078906191789
"176","13bdd610a",0.00117501350273426,0.0014513823512256,0.00145294687430147
"177","4b9540ab3",0.00116674395256731,0.00123107694157225,0.0012294165859474
"178","e1d0e11b5",0.00116459965704748,0.00129522270726959,0.000689218389091722
"179","3a48a2cd2",0.00115591654688317,0.00133733179365081,0.00121078906191789
"180","d6470c4ce",0.0011537849226197,0.00230628581085074,0.00178824230683258
"181","8f57141ec",0.00115029535418464,0.00161283632273318,0.00141569182624246
"182","68a945b18",0.00114455388286898,0.00129976508685007,0.00165784963862603
"183","a3382e205",0.00114418090274707,0.00187861156582223,0.00106176886968184
"184","a6b6bc34a",0.00114276936136341,0.00143081887609774,0.00169510468668505
"185","c1b9f4e76",0.00114021173984367,0.00130324860092023,0.00111765144177036
"186","66146c12d",0.0011255592271594,0.00136102582767872,0.00145294687430147
"187","197cb48af",0.00112255712061921,0.0010091909065919,0.000614708292973698
"188","29c059dd2",0.00111061233782956,0.00131234870595816,0.00141569182624246
"189","ca2b906e8",0.00110860354059232,0.000928502285530512,0.00141569182624246
"190","2c6c62b54",0.00110151245266103,0.00165704779425807,0.00117353401385888
"191","2b2a10857",0.00109223569295663,0.00109868806102896,0.00117353401385888
"192","9e3aea49a",0.00109188444116847,0.00148888767451849,0.000912748677445794
"193","aac52d8d9",0.00107705098553904,0.00152410646214418,0.00147157439833097
"194","aca228668",0.00107642352238562,0.00141531954036705,0.00150882944638999
"195","d7875bb6c",0.00107639078044124,0.00131279373639003,0.00143431935027196
"196","a93118262",0.00106442943299244,0.00128397417945711,0.00135980925415394
"197","a75d400b8",0.00106336253641038,0.00140856735450417,0.00130392668206542
"198","77eb013ca",0.00106213129300416,0.000318964052636174,0.000149020192236048
"199","2b54cddfd",0.00105966258067996,0.00152723702104425,0.000912748677445794
"200","9884166a7",0.00105942156921538,0.000920721925911242,0.00102451382162283
"201","fd99c18b5",0.00105683371679942,0.00135068270660695,0.00158333954250801
"202","5a798adc1",0.00105669138343194,0.000814666570233176,0.000428433052678638
"203","11e12dbe8",0.00103774856307133,0.00127105295105588,0.00169510468668505
"204","6fa35fbba",0.00102558751945393,0.00107192485160882,0.00115490648982937
"205","5dca793da",0.00102039838041602,0.00123446838038065,0.00134118173012443
"206","1af4d24fa",0.00101975553635521,0.00136122532407922,0.00128529915803591
"207","dc10234ae",0.00100572931880352,0.0012447808096985,0.00135980925415394
"208","e13b0c0aa",0.00100027955577605,0.00176970187702941,0.00134118173012443
"209","d428161d9",0.000995866835976518,0.00137789094645896,0.000782356009239252
"210","de4e75360",0.000992306403677929,0.00114630631723921,0.00139706430221295
"211","9437d8b64",0.00098933119111248,0.00155159092778149,0.00111765144177036
"212","b9ba17eb6",0.000988045605241842,0.00139038249030528,0.00121078906191789
"213","74d7998d4",0.000986372324939657,0.000831485651382526,0.00106176886968184
"214","ea4046b8d",0.000984504887719203,0.00134525026616273,0.00135980925415394
"215","c0d2348b7",0.000982218799582284,0.00102030132151173,0.00145294687430147
"216","dfd179071",0.000980952159638864,0.00174258571243917,0.00175098725877356
"217","467bee277",0.000977106336982971,0.00187165988355886,0.0015647120184785
"218","3cea34020",0.000973564598916874,0.00186731700037887,0.00113627896579987
"219","ad009c8b9",0.00096978702682536,0.00121640628319745,0.00162059459056702
"220","04b88be38",0.000968910448817002,0.00169911084300841,0.00134118173012443
"221","84d9d1228",0.000964296853029837,0.00092027689547937,0.00109902391774085
"222","a4511cb0b",0.000963749664763051,0.00130481388037026,0.00119216153788838
"223","beb7f98fd",0.000961210704047593,0.00102544219029369,0.00119216153788838
"224","c2dae3a5a",0.000958460473925417,0.00128655228678657,0.00126667163400641
"225","6488c8200",0.000954168000494625,0.00162394673765301,0.000968631249534312
"226","3d6d38290",0.000953281077636397,0.00133311167748651,0.00135980925415394
"227","a09a238d0",0.000947075150700255,0.00120437511565996,0.00145294687430147
"228","57dd44c29",0.000944067784133575,0.00119805261435199,0.0012294165859474
"229","a39758dae",0.000940496296930698,0.00090345781433002,0.000950003725504806
"230","f02ecb19c",0.000934953794228574,0.000890137593127797,0.00130392668206542
"231","23db7d793",0.000933990314683377,0.00127736010648688,0.00137843677818344
"232","f97d9431e",0.000929513780439008,0.000892731046334221,0.00137843677818344
"233","95742c2bf",0.000929429848113388,0.00102145226228381,0.00106176886968184
"234","74d7f2dc3",0.000924489534874749,0.00123815139085131,0.00147157439833097
"235","2cb73ede7",0.000918515082729354,0.00153742668334641,0.00145294687430147
"236","b7c931383",0.000912611630126672,0.00113461275899486,0.00135980925415394
"237","61c1b7eb6",0.000910323377021838,0.0013844589817983,0.00135980925415394
"238","8675bec0b",0.000908790709517721,0.00135402810778447,0.00134118173012443
"239","bf042d928",0.000903646969915987,0.000928594360792279,0.000707845913121228
"240","c7ae29e66",0.000901394321783039,0.000277668297733891,0.000149020192236048
"241","47cd6e6e4",0.000896902746812434,0.00126973320563722,0.0012480441099769
"242","d5fa73ead",0.000887583655201318,0.00098046342492075,0.000987258773563818
"243","1e8801477",0.000881327704135045,0.0016399217955695,0.00117353401385888
"244","b4cfe861f",0.000880023182169016,0.00128870070956112,0.00134118173012443
"245","cbb673163",0.000875971382774563,0.00127970802566193,0.00135980925415394
"246","230a025ca",0.000875127079108977,0.00133406312185809,0.00134118173012443
"247","83635fb67",0.000874715164565886,0.000884168046989935,0.00106176886968184
"248","4d2671746",0.000873193087903907,0.000943034831012661,0.00111765144177036
"249","54723be01",0.000870891005353705,0.00137672465980991,0.00104314134565234
"250","c7525612c",0.000868728100155087,0.00159176643366561,0.00158333954250801
"251","72d34a148",0.000867174791717083,0.00120847246480857,0.00126667163400641
"252","db147ffca",0.000864848943678936,0.000692850998916075,0.000800983533268758
"253","4c2064b00",0.000859634352011868,0.00137476038755889,0.00111765144177036
"254","8e8736fc8",0.000858727385798091,0.00116378527109788,0.000782356009239252
"255","d26279f1a",0.000858526030017389,0.00133234438363845,0.00115490648982937
"256","fb5f5836e",0.000858380110000062,0.00142920755901683,0.00139706430221295
"257","9de83dc23",0.000857851777207701,0.00113413703680907,0.00149020192236048
"258","9a07d7b1f",0.000854554719843362,0.00114426531560338,0.00126667163400641
"259","c4972742d",0.000848153690364001,0.000996054835913213,0.00108039639371135
"260","bd8f989f1",0.000842851406681346,0.00116871129760239,0.00104314134565234
"261","1fe5d56b9",0.000839067605145366,0.001009942854563,0.00130392668206542
"262","99e779ee0",0.000826277387636952,0.00165330340027957,0.00135980925415394
"263","f16a196c6",0.000824165118304632,0.00106431329663612,0.00115490648982937
"264","07746dcda",0.000817412011163801,0.00143520779690861,0.000987258773563818
"265","fb5a3097e",0.000815872823193192,0.00113051540984625,0.0012294165859474
"266","a9f61cf27",0.000810904845164722,0.00140730899259336,0.00113627896579987
"267","18c35d2ea",0.000806164760979614,0.00110640703714038,0.0012480441099769
"268","62fb56487",0.000804173662994153,0.00109629410422303,0.0012294165859474
"269","51d4053c7",0.000800791945749127,0.000888695080693455,0.00106176886968184
"270","4dcf81d65",0.000799819635258509,0.0016049025043443,0.00158333954250801
"271","1977eaf08",0.000796581696659275,0.00153785636790132,0.00128529915803591
"272","6c5c8869c",0.000795145615039848,0.00127943179987663,0.00139706430221295
"273","f8cd9ae02",0.000794491483060492,0.00113574835388998,0.00132255420609493
"274","01005e5de",0.000792724683616542,0.0010015793516192,0.00121078906191789
"275","896d1c52d",0.000789704767511503,0.000383524157011463,0.00018627524029506
"276","7623d805a",0.000785067260725379,0.00117256311271963,0.00149020192236048
"277","009319104",0.000783847280658134,0.00141231174848267,0.00113627896579987
"278","b64425521",0.000778424163843407,0.00131494215916458,0.00117353401385888
"279","9d5c7cb94",0.000777545336313437,0.000845757316956336,0.000540198196855674
"280","d19110e37",0.000777451580028048,0.000940456723683198,0.000502943148796662
"281","bb0ce54e9",0.000775452612649673,0.000840370914142995,0.00109902391774085
"282","fd1102929",0.000774274858305423,0.000843869774090123,0.000596080768944192
"283","4ead853dc",0.000773281183258581,0.00116645545368911,0.0012480441099769
"284","994b4c2ac",0.000771145447325803,0.0002246636387103,0.000111765144177036
"285","30b3daec2",0.000765554127645049,0.00121106591801499,0.00115490648982937
"286","e5ac02d3c",0.000762979133290124,0.000177091420130933,9.313762014753e-05
"287","a3ef69ad5",0.000755534809508354,0.00119645664314804,0.00106176886968184
"288","850027e38",0.000755335970674911,0.000792645236794017,0.000800983533268758
"289","f9e3b03b7",0.000751844243171026,0.0012377217062964,0.000968631249534312
"290","fb5e1b2b7",0.000737193677188149,0.00126746201584698,0.000633335817003204
"291","cd8048913",0.000736418850705457,0.000202596267640258,0.000111765144177036
"292","64c6eb1cb",0.000736330246296488,0.00120735221579041,0.00113627896579987
"293","8618bc1fd",0.000732767192833293,0.00110640703714038,0.00115490648982937
"294","77deffdf0",0.000730306798233244,0.000807837654985493,0.00119216153788838
"295","cdfc2b069",0.00072953657304476,0.00114776417555051,0.00117353401385888
"296","469630e5c",0.000725653729634148,0.00104517698806565,0.00109902391774085
"297","400e9303d",0.000724768393435875,0.000854090128146206,0.000875493629386782
"298","542f770e5",0.000724503779691647,0.00168669602854689,0.000968631249534312
"299","4f2f6b0b3",0.000714711891336162,0.000401509524809856,0.00018627524029506
"300","935ca66a9",0.000713560873657441,0.00122156249785637,0.00135980925415394
"301","82e01a220",0.000712483154202172,0.00110835596351444,0.000875493629386782
"302","a3fb07bfd",0.00070776023441755,0.00109581838203723,0.00106176886968184
"303","b599b0064",0.000706975503354122,0.00119917286337015,0.00109902391774085
"304","9fa38def3",0.00070460664304696,0.00107654396057411,0.00102451382162283
"305","26cc05472",0.000699066743812157,0.000523708743050984,0.00027941286044259
"306","0c4bf4863",0.000695280724216405,0.000212525050034081,0.000111765144177036
"307","c8d582dd2",0.000693160766396756,0.000737261966841458,0.00108039639371135
"308","c976a87ad",0.000691082239888623,0.000987998250508643,0.00102451382162283
"309","8485abcab",0.000685377283971866,0.000237277949572313,0.000111765144177036
"310","c10f31664",0.000684549698735173,0.000885349679515938,0.00106176886968184
"311","ac30af84a",0.000684484416595468,0.000447608539200958,0.000298040384472096
"312","e26299c3a",0.00067908993005581,0.00118902923869887,0.00100588629759332
"313","c944a48b5",0.00067577208231384,0.000943924891876404,0.000819611057298264
"314","8781e4b91",0.000669505428322622,0.000702917894202547,0.000987258773563818
"315","4b6dfc880",0.00066877919661931,0.00111899065624847,0.000875493629386782
"316","2599a7eb7",0.000663856205090361,0.0011719799693951,0.00074510096118024
"317","edddb1ba5",0.000659372735476474,0.00152554897457853,0.000763728485209746
"318","08af3dd45",0.000649173042674117,0.000409965103015414,0.00018627524029506
"319","939cc02f5",0.000647081597147634,0.00136519990621214,0.000856866105357276
"320","2e3c96323",0.000644956133505855,0.000903273663806487,0.000912748677445794
"321","ba42e41fa",0.000644809423009779,0.00142759624193591,0.000950003725504806
"322","9b490abb3",0.000635838010301527,0.00115322730774866,0.0009313762014753
"323","7a7da3079",0.000631752381562825,0.000778649797005507,0.000819611057298264
"324","956d228b9",0.000631561889949002,0.000938308300908646,0.00106176886968184
"325","c380056bb",0.000627050944316329,0.000764332093800814,0.000484315624767156
"326","aecaa2bc9",0.00062511474331022,0.000995824647758797,0.000689218389091722
"327","caa9883f6",0.000621969188473573,0.0015252420570393,0.000950003725504806
"328","4b6c549b1",0.000611204362357021,0.00147331160940299,0.000763728485209746
"329","94072d7a3",0.000604939845804608,0.00133880499783907,0.000987258773563818
"330","53102b93f",0.000602204407860127,0.000784389154988953,0.000800983533268758
"331","3e1100230",0.000596904110206168,0.000861931871273321,0.000447060576708144
"332","266525925",0.00058981196240412,0.000816630842484195,0.000540198196855674
"333","330006bce",0.000586958511095044,0.00156709026351219,0.000856866105357276
"334","04dc93c58",0.000585587561385033,0.00133771544057483,0.000689218389091722
"335","26628e8d8",0.000585087416435605,0.00131204178841894,0.000782356009239252
"336","6af8b2246",0.000584607013791238,0.000114004519943908,5.5882572088518e-05
"337","f8ccfa064",0.000584553292698183,0.00078604650970075,0.000782356009239252
"338","9c3154ae6",0.000582961382547963,0.00131509561793419,0.000968631249534312
"339","3f4a39818",0.000576778542900462,0.00126807585092542,0.00121078906191789
"340","031490e77",0.000575386688763649,0.00104163209048764,0.0009313762014753
"341","0e1f6696a",0.000574663282726907,0.00101106310358116,0.000596080768944192
"342","1351bf96e",0.000573862480561959,0.000813715125861589,0.000726473437150734
"343","1f8a823f2",0.000570823856656509,0.000932292717139901,0.000614708292973698
"344","c7775aabf",0.000570769113053631,0.000829107040453558,0.000800983533268758
"345","762cbd0ab",0.000567318923831522,0.000621646129816635,0.000875493629386782
"346","c3f400e36",0.000566187502160303,0.000883753708311985,0.000782356009239252
"347","6f951302c",0.000566034184677673,0.000999860613399562,0.00074510096118024
"348","71ac2b961",0.000565380446954509,0.000597952095788718,0.00037255048059012
"349","81ec47b4c",0.000561936948486105,0.00109466744126515,0.000670590865062216
"350","ff65215db",0.00055977953534506,0.000524875029700027,0.000726473437150734
"351","44d5b820f",0.000558742899154696,0.000831761877167826,0.0009313762014753
"352","8bd53906a",0.000557260421152011,0.000744904213568079,0.000614708292973698
"353","88ef1d9a8",0.000556895212104763,0.000622352040156845,0.000577453244914686
"354","8c0a1fa32",0.000556760494469103,0.000856054400397225,0.000875493629386782
"355","1dd7bca9f",0.000555743645810195,0.00135250886596532,0.000950003725504806
"356","9aa27017e",0.000555448514080454,0.000587225327792919,0.000633335817003204
"357","6b795a2bc",0.000554536030246358,0.000986770580351756,0.000968631249534312
"358","84ec1e3db",0.000550602781034159,0.00110042214512556,0.000856866105357276
"359","d4c1de0e2",0.000549815192842319,0.000596540275108299,0.000409805528649132
"360","82f715995",0.000548043733899756,0.000673054817636274,0.000335295432531108
"361","166008929",0.000545308502423605,0.00069957249302503,0.00117353401385888
"362","d4e8dd865",0.00054428276579469,0.00119888129170789,0.000614708292973698
"363","fbaed5913",0.000542726722142907,0.000288640599761068,0.000167647716265554
"364","f3cf9341c",0.000542164341739776,0.000375866564407881,0.000223530288354072
"365","d0803e3a1",0.000541357780091608,0.000821449447849976,0.000689218389091722
"366","ccb68477c",0.000539103006318045,0.000158461525500175,7.4510096118024e-05
"367","580f5ff06",0.000537530838472886,0.000548062649788228,0.00046568810073765
"368","482b04cba",0.000530749631975549,0.000765022658264062,0.000856866105357276
"369","236cc1ff5",0.000530372758450849,0.000804998667747692,0.000819611057298264
"370","e431708ff",0.000530162200081733,0.00109947070075397,0.000577453244914686
"371","1d04efde3",0.000529552151057158,0.00113206534341932,0.00102451382162283
"372","e78e3031b",0.000527905009645529,0.000917606712888141,0.000950003725504806
"373","ddea5dc65",0.000518926940791596,0.00107009869225045,0.000689218389091722
"374","20305585c",0.000515839757501337,0.000761401031301246,0.000689218389091722
"375","8d8bffbae",0.00051379636010475,0.00103088997661488,0.000707845913121228
